item	type	count
WORD/обс	word	353863
WORD/через	word	345534
WORD/без	word	343035
WORD/состав	word	343021
WORD/26	word	331221
WORD/будет	word	326170
WORD/против	word	325272
WORD/этот	word	323742
WORD/28	word	323622
WORD/района	word	322627
WORD/об	word	321228
WORD/27	word	318797
WORD/х	word	318779
WORD/несколько	word	313707
WORD/которых	word	311293
WORD/часть	word	304973
WORD/е	word	304811
WORD/п	word	304740
WORD/реки	word	304122
WORD/название	word	302110
WORD/тем	word	301550
WORD/чем	word	301220
WORD/29	word	300476
WORD/место	word	299482
WORD/там	word	298836
WORD/других	word	296544
WORD/раз	word	293940
WORD/i	word	293360
WORD/среди	word	290510
WORD/части	word	289009
WORD/всего	word	287123
WORD/них	word	286797
WORD/два	word	285427
WORD/т	word	283956
WORD/мира	word	283405
WORD/годах	word	282580
WORD/всё	word	282389
WORD/затем	word	281821
WORD/всех	word	280665
WORD/им	word	279517
WORD/составе	word	279268
WORD/даже	word	278397
WORD/например	word	278268
WORD/этой	word	278239
WORD/века	word	277390
WORD/статью	word	276915
WORD/род	word	274003
WORD/очень	word	271447
WORD/около	word	271185
WORD/первый	word	271135
WORD/2000	word	269621
WORD/второй	word	263719
WORD/которой	word	262426
WORD/го	word	261995
WORD/территории	word	258574
WORD/09	word	257746
WORD/город	word	255682
WORD/имеет	word	255324
WORD/район	word	255089
WORD/ни	word	254624
WORD/ему	word	253874
WORD/деревня	word	253660
WORD/здесь	word	253016
WORD/ли	word	251209
WORD/вместе	word	250807
WORD/над	word	250717
WORD/годы	word	250319
WORD/2005	word	250164
WORD/которая	word	249045
WORD/находится	word	247385
WORD/31	word	246432
WORD/де	word	246140
WORD/своей	word	245546
WORD/группы	word	245172
WORD/статье	word	244908
WORD/хотя	word	244199
WORD/2001	word	242806
WORD/08	word	242740
WORD/село	word	241780
WORD/истории	word	241201
WORD/кроме	word	240380
WORD/2004	word	240190
WORD/ii	word	240111
WORD/получил	word	238216
WORD/качестве	word	234249
WORD/российской	word	230398
WORD/имени	word	227414
WORD/армии	word	226574
WORD/себя	word	225732
WORD/2002	word	224874
WORD/д	word	221511
WORD/совета	word	220323
WORD/времени	word	219615
WORD/двух	word	219343
WORD/согласно	word	218666
WORD/населения	word	218543
WORD/википедии	word	218217
WORD/либо	word	217762
WORD/07	word	217701
WORD/a	word	215914
WORD/которого	word	214819
WORD/население	word	214383
WORD/числе	word	214005
WORD/and	word	213743
WORD/свою	word	213038
WORD/см	word	212070
WORD/участие	word	211641
WORD/работы	word	211637
WORD/три	word	211563
WORD/лишь	word	211369
WORD/2003	word	211116
WORD/статей	word	210656
WORD/другие	word	208960
WORD/случае	word	208612
WORD/входит	word	207562
WORD/эти	word	207418
WORD/сайте	word	207188
WORD/жизни	word	205568
WORD/список	word	202773
WORD/составляет	word	202064
WORD/in	word	201827
WORD/мне	word	200710
WORD/родился	word	200549
WORD/украины	word	200223
WORD/именно	word	200142
WORD/человека	word	198594
WORD/кто	word	198503
WORD/гг	word	198049
WORD/одной	word	197458
WORD/фильм	word	196324
WORD/1999	word	194477
WORD/область	word	194337
WORD/да	word	193983
WORD/автор	word	192364
WORD/участник	word	192306
WORD/первой	word	191893
WORD/городе	word	191065
WORD/50	word	190501
WORD/связи	word	190365
WORD/ru	word	189795
WORD/него	word	189727
WORD/поэтому	word	188189
WORD/могут	word	185311
WORD/вот	word	184779
WORD/просто	word	184444
WORD/л	word	183338
WORD/своего	word	183026
WORD/06	word	182398
WORD/р	word	182068
WORD/образом	word	181160
WORD/про	word	180421
WORD/день	word	179927
WORD/тогда	word	179473
WORD/работал	word	179313
WORD/республики	word	178922
WORD/советский	word	178801
WORD/конце	word	178403
WORD/начале	word	178314
WORD/александр	word	177471
WORD/годов	word	176782
WORD/надо	word	175264
WORD/данным	word	175055
WORD/аи	word	174804
WORD/чего	word	172061
WORD/00	word	171883
WORD/союза	word	171772
WORD/генерал	word	171708
WORD/период	word	170955
WORD/больше	word	170870
WORD/0	word	168897
WORD/40	word	167769
WORD/федерации	word	166555
WORD/1990	word	166347
WORD/степени	word	165678
WORD/б	word	164519
WORD/стала	word	164229
WORD/одним	word	164126
WORD/центр	word	163977
WORD/наук	word	162213
WORD/наиболее	word	161644
WORD/этих	word	161201
WORD/вообще	word	160076
WORD/мы	word	159295
WORD/значимость	word	159083
WORD/собой	word	158499
WORD/de	word	157887
WORD/перед	word	157480
WORD/100	word	157466
WORD/стороны	word	157441
WORD/²	word	156941
WORD/своих	word	156824
WORD/котором	word	156775
WORD/церкви	word	156601
WORD/1998	word	156107
WORD/05	word	156079
WORD/1941	word	155824
WORD/университета	word	155145
WORD/две	word	154858
WORD/перенаправление	word	154590
WORD/роль	word	154005
WORD/член	word	153473
WORD/нужно	word	152884
WORD/одного	word	152291
WORD/северо	word	151904
WORD/тот	word	151739
WORD/имя	word	151731
WORD/менее	word	151698
WORD/пока	word	151402
WORD/сам	word	151140
WORD/впервые	word	151017
WORD/результате	word	150372
WORD/страны	word	149395
WORD/отечественной	word	149361
WORD/меня	word	148720
WORD/тоже	word	148360
WORD/isbn	word	148339
WORD/1945	word	148337
WORD/некоторые	word	147874
WORD/олимпийских	word	147698
WORD/санкт	word	147447
WORD/э	word	147350
WORD/группа	word	147237
WORD/эта	word	146659
WORD/сын	word	146599
WORD/площадь	word	146368
WORD/таким	word	145952
WORD/начала	word	145511
WORD/являются	word	144518
WORD/свои	word	144478
WORD/вопрос	word	144076
WORD/много	word	142576
WORD/1997	word	142170
WORD/юго	word	140961
WORD/свой	word	140703
WORD/1991	word	140024
WORD/академии	word	139770
WORD/сейчас	word	139766
WORD/1996	word	139424
WORD/1992	word	139300
WORD/дом	word	138184
WORD/виде	word	138133
WORD/смерти	word	137778
WORD/стали	word	137712
WORD/системы	word	137468
WORD/великой	word	137451
WORD/1944	word	137196
WORD/поскольку	word	136640
WORD/почти	word	135833
WORD/большой	word	135175
WORD/часто	word	134879
WORD/момент	word	133673
WORD/типа	word	132863
WORD/округа	word	132850
WORD/участников	word	132541
WORD/окончил	word	132301
WORD/1994	word	132252
WORD/франции	word	132205
WORD/улица	word	132182
WORD/игры	word	131837
WORD/значимости	word	131673
WORD/возможно	word	131417
WORD/количество	word	131145
WORD/таких	word	131131
WORD/1995	word	130997
WORD/начал	word	130479
WORD/c	word	130416
WORD/российский	word	129927
WORD/переписи	word	129823
WORD/сельского	word	129763
WORD/мм	word	129727
WORD/позже	word	129603
WORD/одна	word	129553
WORD/течение	word	129539
WORD/такие	word	129530
WORD/москва	word	129413
WORD/людей	word	129312
WORD/альбом	word	128994
WORD/04	word	128139
WORD/ней	word	128082
WORD/ф	word	127442
WORD/эту	word	127401
WORD/1993	word	127361
WORD/другой	word	127173
WORD/код	word	126624
WORD/клуб	word	126568
WORD/центра	word	126436
WORD/1943	word	126269
WORD/владимир	word	125889
WORD/iii	word	125620
WORD/1980	word	125535
WORD/история	word	125408
WORD/тут	word	124962
WORD/многие	word	124941
WORD/компании	word	124810
WORD/достаточно	word	124682
WORD/поселения	word	124343
WORD/новый	word	124087
WORD/настоящее	word	123682
WORD/партии	word	123574
WORD/советского	word	123358
WORD/команды	word	123230
WORD/35	word	122885
WORD/образования	word	122877
WORD/такой	word	122737
WORD/культуры	word	121958
WORD/русский	word	121925
WORD/источников	word	121849
WORD/себе	word	121806
WORD/источники	word	120704
WORD/linear	word	120294
WORD/ссылки	word	120174
WORD/государственного	word	119869
WORD/серии	word	119825
WORD/сокорро	word	119800
WORD/right	word	119223
WORD/01	word	119220
WORD/организации	word	119116
WORD/игр	word	119113
WORD/которое	word	118490
WORD/играх	word	118462
WORD/информации	word	118104
WORD/церковь	word	117836
WORD/школы	word	117591
WORD/ранее	word	117523
WORD/03	word	117303
WORD/управления	word	117299
WORD/европы	word	117007
WORD/число	word	116716
WORD/первого	word	116425
WORD/николай	word	115854
WORD/чемпионата	word	115822
WORD/45	word	115775
WORD/германии	word	115726
WORD/полностью	word	115585
WORD/1989	word	115381
WORD/назначен	word	115322
WORD/сборной	word	115239
WORD/ничего	word	114766
WORD/своё	word	114623
WORD/вид	word	114566
WORD/несмотря	word	114170
WORD/мировой	word	114010
WORD/ныне	word	113992
WORD/поселение	word	113921
WORD/32	word	113919
WORD/решение	word	113916
WORD/следует	word	113844
WORD/частности	word	113708
WORD/честь	word	113499
WORD/института	word	113260
WORD/ю	word	113192
WORD/2018	word	113029
WORD/первым	word	112470
WORD/языке	word	111736
WORD/деятель	word	111641
WORD/герой	word	111553
WORD/жителей	word	111492
WORD/потому	word	111441
WORD/02	word	111350
WORD/этим	word	111280
WORD/первых	word	111277
WORD/москве	word	111220
WORD/ну	word	111196
WORD/1970	word	110939
WORD/проекта	word	110579
WORD/институт	word	109706
WORD/должен	word	109618
WORD/1960	word	109557
WORD/ним	word	109243
WORD/основном	word	108529
WORD/женщин	word	108160
WORD/еще	word	107978
WORD/берегу	word	107836
WORD/ордена	word	107648
WORD/работу	word	107274
WORD/1942	word	107168
WORD/река	word	106913
WORD/власти	word	106563
WORD/общества	word	106443
WORD/left	word	106376
WORD/губернии	word	106366
WORD/названием	word	106174
WORD/жизнь	word	106116
WORD/тех	word	106071
WORD/детей	word	105966
WORD/вновь	word	105825
WORD/должны	word	105801
WORD/почему	word	105772
WORD/языка	word	105508
WORD/обычно	word	105180
WORD/1988	word	105161
WORD/проект	word	105048
WORD/месте	word	105017
WORD/слова	word	104975
WORD/др	word	104930
WORD/xix	word	104385
WORD/ходе	word	104143
WORD/вскоре	word	104077
WORD/версии	word	103831
WORD/русской	word	103690
WORD/различных	word	103643
WORD/многих	word	103468
WORD/деятельности	word	103452
WORD/выше	word	103429
WORD/государственный	word	103118
WORD/участвовал	word	102944
WORD/станции	word	102753
WORD/права	word	102360
WORD/сезона	word	101919
WORD/ряд	word	101882
WORD/нескольких	word	101784
WORD/рф	word	101747
WORD/33	word	101741
WORD/благодаря	word	101607
WORD/развития	word	101560
WORD/сайт	word	101485
WORD/36	word	101421
WORD/книги	word	101334
WORD/тому	word	101130
WORD/первая	word	100871
WORD/34	word	100830
WORD/империи	word	100823
WORD/дома	word	100139
WORD/правила	word	100003
WORD/король	word	99636
WORD/первые	word	99605
WORD/имеют	word	99590
WORD/орден	word	99540
WORD/некоторых	word	99521
WORD/семье	word	99377
WORD/участника	word	99318
WORD/села	word	98690
WORD/текст	word	98625
WORD/рода	word	98594
WORD/умер	word	98573
WORD/фильма	word	98540
WORD/xx	word	98406
WORD/38	word	98233
WORD/земли	word	98004
WORD/действия	word	97918
WORD/нью	word	97731
WORD/клуба	word	97659
WORD/нового	word	97498
WORD/1930	word	97381
WORD/впоследствии	word	97363
WORD/тысяч	word	97205
WORD/37	word	97192
WORD/сразу	word	97090
WORD/существует	word	97080
WORD/своим	word	96847
WORD/язык	word	96825
WORD/вам	word	96737
WORD/лучше	word	96506
WORD/сельское	word	96471
WORD/линии	word	96364
WORD/которую	word	96197
WORD/1987	word	96030
WORD/1920	word	96014
WORD/песни	word	95963
WORD/селе	word	95811
WORD/теперь	word	95784
WORD/1985	word	95706
WORD/1940	word	95668
WORD/обсуждения	word	95596
WORD/театра	word	95397
WORD/1986	word	95374
WORD/войск	word	95276
WORD/44	word	94949
WORD/образование	word	94894
WORD/стало	word	94855
WORD/to	word	94836
WORD/1918	word	94767
WORD/сделать	word	94762
WORD/дело	word	94722
WORD/42	word	94671
WORD/оно	word	94314
WORD/профессор	word	94244
WORD/иван	word	94220
WORD/шаблон	word	94066
WORD/1939	word	94029
WORD/трёх	word	93830
WORD/особенно	word	93800
WORD/основе	word	93771
WORD/используется	word	93651
WORD/вместо	word	93640
WORD/режиссёр	word	93612
WORD/отец	word	93411
WORD/занимает	word	93222
WORD/новой	word	93178
WORD/чемпионате	word	93042
WORD/посёлок	word	93035
WORD/правило	word	92953
WORD/американский	word	92883
WORD/хорошо	word	92848
WORD/святого	word	92784
WORD/1984	word	92632
WORD/какой	word	92594
WORD/55	word	92575
WORD/относится	word	92570
WORD/государственной	word	92496
WORD/премии	word	92394
WORD/помощью	word	92158
WORD/1917	word	92023
WORD/удалил	word	91984
WORD/категории	word	91811
WORD/чемпионат	word	91689
WORD/статус	word	91263
WORD/39	word	91179
WORD/полка	word	91170
WORD/округ	word	91149
WORD/дивизии	word	90974
WORD/названия	word	90857
WORD/мини	word	90469
WORD/кубка	word	90423
WORD/верховного	word	90276
WORD/одно	word	90205
WORD/иногда	word	90195
WORD/48	word	90176
WORD/вас	word	90032
WORD/страница	word	89937
WORD/нас	word	89528
WORD/внимание	word	89518
WORD/метров	word	89514
WORD/51	word	89457
WORD/нём	word	89151
WORD/41	word	89149
WORD/возможность	word	89129
WORD/четыре	word	88910
WORD/43	word	88774
WORD/будут	word	88755
WORD/стоит	word	88720
WORD/58	word	88545
WORD/тыс	word	88024
WORD/сергей	word	87667
WORD/вполне	word	87641
WORD/52	word	87458
WORD/47	word	87457
WORD/сезоне	word	87418
WORD/000	word	87418
WORD/всегда	word	87410
WORD/места	word	87290
WORD/1950	word	87226
WORD/практически	word	87032
WORD/этому	word	86984
WORD/право	word	86831
WORD/роли	word	86823
WORD/большинство	word	86774
WORD/1982	word	86638
WORD/46	word	86439
WORD/система	word	86436
WORD/войска	word	86386
WORD/главный	word	86364
WORD/деятельность	word	86331
WORD/полк	word	86086
WORD/медаль	word	86011
WORD/комментарием	word	85944
WORD/данные	word	85828
WORD/михаил	word	85774
WORD/60	word	85673
WORD/должность	word	85493
WORD/компания	word	85349
WORD/школа	word	85069
WORD/мужчин	word	85011
WORD/49	word	84744
WORD/1976	word	84729
WORD/люди	word	84692
WORD/музей	word	84683
WORD/1979	word	84564
WORD/дней	word	84525
WORD/1983	word	84370
WORD/54	word	84301
WORD/млн	word	84235
WORD/новых	word	84204
WORD/зрения	word	84203
WORD/примерно	word	84186
WORD/потом	word	84149
WORD/дня	word	84063
WORD/1981	word	83945
WORD/президента	word	83925
WORD/1975	word	83905
WORD/рсфср	word	83645
WORD/57	word	83581
WORD/56	word	83434
WORD/которым	word	83385
WORD/работ	word	83318
WORD/россия	word	83290
WORD/расположен	word	83268
WORD/кино	word	83247
WORD/новые	word	83218
WORD/самых	word	83156
WORD/спасибо	word	83043
WORD/деревни	word	83039
WORD/вышел	word	83000
WORD/членом	word	82806
WORD/андрей	word	82662
WORD/альбома	word	82575
WORD/такое	word	82439
WORD/данных	word	82391
WORD/53	word	82092
WORD/сан	word	82055
WORD/1973	word	81824
WORD/каждый	word	81808
WORD/1978	word	81799
WORD/разных	word	81796
WORD/летних	word	81693
WORD/русского	word	81655
WORD/неё	word	81642
WORD/войне	word	81626
WORD/другим	word	81565
WORD/северной	word	81549
WORD/рамках	word	81512
WORD/граф	word	81500
WORD/мире	word	81489
WORD/использовать	word	81468
WORD/принял	word	81458
WORD/1972	word	81318
WORD/искусства	word	81267
WORD/целью	word	81155
WORD/позднее	word	81116
WORD/сил	word	81066
WORD/1965	word	81015
WORD/1968	word	81002
WORD/движения	word	80940
WORD/удалось	word	80717
WORD/государства	word	80655
WORD/другими	word	80645
WORD/слово	word	80635
WORD/правил	word	80443
WORD/самым	word	80291
WORD/ей	word	80280
WORD/стран	word	80156
WORD/получила	word	79884
WORD/происходит	word	79661
WORD/1974	word	79656
WORD/состоит	word	79409
WORD/59	word	79402
WORD/края	word	79267
WORD/ак	word	79185
WORD/художник	word	79060
WORD/конца	word	78960
WORD/московской	word	78936
WORD/v	word	78659
WORD/роман	word	78598
WORD/команда	word	78570
WORD/1977	word	78481
WORD/университет	word	78472
WORD/иванович	word	78424
WORD/работе	word	78357
WORD/писатель	word	78214
WORD/1937	word	78141
WORD/матче	word	78113
WORD/возрасте	word	78034
WORD/первое	word	78032
WORD/дочь	word	77895
WORD/должна	word	77854
WORD/отношения	word	77775
WORD/прошу	word	77750
WORD/1971	word	77720
WORD/книга	word	77675
WORD/совет	word	77641
WORD/участником	word	77583
WORD/iv	word	77480
WORD/чемпион	word	77395
WORD/1938	word	77359
WORD/обсуждение	word	77234
WORD/включая	word	77203
WORD/первую	word	77166
WORD/1966	word	76960
WORD/главным	word	76913
WORD/те	word	76749
WORD/1967	word	76684
WORD/одновременно	word	76622
WORD/доктор	word	76603
WORD/восточной	word	76567
WORD/мир	word	76466
WORD/вариант	word	76397
WORD/западной	word	76381
WORD/x	word	76277
WORD/представляет	word	76175
WORD/президент	word	76150
WORD/1963	word	76088
WORD/70	word	76086
WORD/основной	word	76081
WORD/имел	word	76049
WORD/здание	word	75934
WORD/всей	word	75736
WORD/военно	word	75721
WORD/веке	word	75694
WORD/станция	word	75694
WORD/александра	word	75688
WORD/всем	word	75669
WORD/комитета	word	75661
WORD/информация	word	75581
WORD/москвы	word	75576
WORD/точки	word	75552
WORD/начало	word	75473
WORD/источник	word	75448
WORD/провинции	word	75406
WORD/южной	word	75406
WORD/университете	word	75331
WORD/вернулся	word	75137
WORD/видов	word	75071
WORD/фильме	word	75028
WORD/данный	word	74981
WORD/длина	word	74864
WORD/1964	word	74753
WORD/острова	word	74711
WORD/моря	word	74559
WORD/большая	word	74553
WORD/выступал	word	74356
WORD/ок	word	74339
WORD/песня	word	74214
WORD/1959	word	74193
WORD/создания	word	74168
WORD/проблемы	word	74045
WORD/1919	word	74037
WORD/p	word	73739
WORD/последний	word	73735
WORD/правительства	word	73601
WORD/200	word	73540
WORD/актёр	word	73530
WORD/уезда	word	73483
WORD/расположена	word	73345
WORD/1969	word	73321
WORD/московского	word	73293
WORD/футболист	word	73277
WORD/национальной	word	72882
WORD/звание	word	72842
WORD/действительно	word	72669
WORD/премия	word	72488
WORD/la	word	72443
WORD/князь	word	72383
WORD/конечно	word	72062
WORD/становится	word	71998
WORD/написал	word	71840
WORD/памятник	word	71833
WORD/1946	word	71795
WORD/ниже	word	71779
WORD/соответствии	word	71749
WORD/s	word	71731
WORD/востоке	word	71719
WORD/отличие	word	71650
WORD/награждён	word	71546
WORD/сообщения	word	71543
WORD/мой	word	71542
WORD/1962	word	71529
WORD/сначала	word	71522
WORD/первом	word	71477
WORD/алексей	word	71349
WORD/второго	word	71245
WORD/труда	word	71214
WORD/категория	word	71112
WORD/1956	word	71092
WORD/мнению	word	71055
WORD/руководством	word	70995
WORD/спорта	word	70988
WORD/вклад	word	70877
WORD/80	word	70800
WORD/одном	word	70668
WORD/рядом	word	70630
WORD/снова	word	70607
WORD/друг	word	70577
WORD/какие	word	70539
WORD/1958	word	70390
WORD/пор	word	70381
WORD/италии	word	70086
WORD/найти	word	70075
WORD/завод	word	70069
WORD/городского	word	70024
WORD/1961	word	69971
WORD/заслуженный	word	69795
WORD/лиги	word	69743
WORD/1957	word	69715
WORD/работа	word	69597
WORD/никто	word	69427
WORD/окончания	word	69390
WORD/лучший	word	69302
WORD/школе	word	69121
WORD/силы	word	69103
WORD/научно	word	69038
WORD/1948	word	68999
WORD/частью	word	68994
WORD/сср	word	68899
WORD/такого	word	68896
WORD/правок	word	68699
WORD/одну	word	68573
WORD/считается	word	68548
WORD/игра	word	68504
WORD/самой	word	68396
WORD/производства	word	68260
WORD/официальный	word	68129
WORD/удалено	word	68113
WORD/решения	word	68089
WORD/короля	word	68080
WORD/провёл	word	68060
WORD/быстро	word	67983
WORD/b	word	67881
WORD/самого	word	67840
WORD/исследования	word	67664
WORD/председатель	word	67647
WORD/двумя	word	67595
WORD/дороги	word	67576
WORD/развитие	word	67570
WORD/журнал	word	67562
WORD/раздел	word	67419
WORD/самом	word	67366
WORD/большое	word	67192
WORD/должно	word	67055
WORD/театр	word	67051
WORD/мнение	word	66999
WORD/новая	word	66970
WORD/корпуса	word	66968
WORD/деревне	word	66968
WORD/сезон	word	66936
WORD/пути	word	66806
WORD/думаю	word	66750
WORD/работает	word	66745
WORD/главного	word	66707
WORD/противника	word	66699
WORD/помимо	word	66544
WORD/поле	word	66457
WORD/помощи	word	66457
WORD/1936	word	66452
WORD/советской	word	66111
WORD/известно	word	65889
WORD/спустя	word	65847
WORD/совместно	word	65676
WORD/1954	word	65603
WORD/коммуны	word	65399
WORD/улицы	word	65371
WORD/довольно	word	65281
WORD/школу	word	65201
WORD/информацию	word	65192
WORD/науки	word	65136
WORD/фон	word	65007
WORD/1929	word	64904
WORD/русском	word	64877
WORD/удалить	word	64757
WORD/проходит	word	64670
WORD/строительство	word	64460
WORD/пять	word	64401
WORD/старший	word	64384
WORD/значение	word	64198
WORD/чел	word	64140
WORD/итог	word	64128
WORD/службы	word	64115
WORD/кажется	word	63843
WORD/делать	word	63834
WORD/целом	word	63792
WORD/сельсовета	word	63753
WORD/журнала	word	63715
WORD/вопросы	word	63513
WORD/сельсовет	word	63171
WORD/жена	word	63086
WORD/пункт	word	63028
WORD/службу	word	63026
WORD/класса	word	62997
WORD/кладбище	word	62970
WORD/программы	word	62936
WORD/директор	word	62921
WORD/писать	word	62910
WORD/очередь	word	62909
WORD/джон	word	62851
WORD/далее	word	62797
WORD/мать	word	62710
WORD/составляло	word	62658
WORD/карьеру	word	62637
WORD/for	word	62559
WORD/воды	word	62533
WORD/семьи	word	62516
WORD/храм	word	62449
WORD/удаление	word	62371
WORD/обороны	word	62359
WORD/1935	word	62311
WORD/говорит	word	62292
WORD/1926	word	62292
WORD/1947	word	62234
WORD/1949	word	62215
WORD/вижу	word	62194
WORD/90	word	62193
WORD/коммуна	word	62164
WORD/мог	word	62111
WORD/западе	word	61935
WORD/отца	word	61920
WORD/теории	word	61868
WORD/ан	word	61787
WORD/ее	word	61728
WORD/множество	word	61722
WORD/министр	word	61664
WORD/сильно	word	61657
WORD/необходимо	word	61603
WORD/совершенно	word	61579
WORD/перешёл	word	61572
WORD/национального	word	61502
WORD/титул	word	61339
WORD/штат	word	61239
WORD/соответствует	word	60975
WORD/известный	word	60844
WORD/страницы	word	60838
WORD/той	word	60787
WORD/литературы	word	60765
WORD/1924	word	60674
WORD/речь	word	60623
WORD/участники	word	60599
WORD/нибудь	word	60454
WORD/городской	word	60447
WORD/имеется	word	60434
WORD/премьер	word	60418
WORD/1953	word	60339
WORD/версия	word	60323
WORD/работать	word	60289
WORD/данном	word	60140
WORD/должности	word	60107
WORD/уважением	word	60105
WORD/ул	word	60101
WORD/красной	word	60055
WORD/орденом	word	60037
WORD/изд	word	60026
WORD/данной	word	60008
WORD/нельзя	word	59980
WORD/великобритании	word	59957
WORD/1922	word	59909
WORD/героя	word	59901
WORD/совсем	word	59849
WORD/1955	word	59844
WORD/флаг	word	59798
WORD/командир	word	59710
WORD/xviii	word	59699
WORD/последние	word	59645
WORD/ссылок	word	59593
WORD/1921	word	59591
WORD/ум	word	59537
WORD/позиции	word	59534
WORD/итоге	word	59502
WORD/брат	word	59435
WORD/центром	word	59407
WORD/летом	word	59405
WORD/странице	word	59390
WORD/дивизия	word	59367
WORD/относительно	word	59266
WORD/операции	word	59265
WORD/мере	word	59258
WORD/вокруг	word	59140
WORD/1952	word	59122
WORD/находился	word	59104
WORD/военного	word	59077
WORD/майор	word	59075
WORD/1914	word	59064
WORD/война	word	59061
WORD/1928	word	59016
WORD/аль	word	58966
WORD/действий	word	58953
WORD/пункты	word	58888
WORD/числа	word	58878
WORD/вики	word	58816
WORD/научных	word	58806
WORD/термин	word	58804
WORD/избран	word	58789
WORD/актриса	word	58783
WORD/стране	word	58659
WORD/мария	word	58649
WORD/известен	word	58604
WORD/центре	word	58586
WORD/заместитель	word	58483
WORD/писал	word	58479
WORD/весьма	word	58425
WORD/сентябре	word	58405
WORD/ленина	word	58394
WORD/женщины	word	58336
WORD/дел	word	58319
WORD/своём	word	58317
WORD/соответственно	word	58270
WORD/поводу	word	58265
WORD/волости	word	58259
WORD/флота	word	58178
WORD/удалена	word	58138
WORD/японии	word	58046
WORD/1934	word	58040
WORD/самый	word	57954
WORD/слишком	word	57868
WORD/населённых	word	57817
WORD/ссылка	word	57620
WORD/значения	word	57453
WORD/ст	word	57410
WORD/1923	word	57360
WORD/середине	word	57327
WORD/могу	word	57285
WORD/членов	word	57251
WORD/оставить	word	57212
WORD/историю	word	57190
WORD/василий	word	57171
WORD/революции	word	57146
WORD/on	word	57130
WORD/показана	word	57016
WORD/1932	word	56974
WORD/служил	word	56890
WORD/играл	word	56839
WORD/500	word	56839
WORD/безопасности	word	56784
WORD/мало	word	56740
WORD/училище	word	56733
WORD/дмитрий	word	56699
WORD/мае	word	56686
WORD/международного	word	56600
WORD/книге	word	56478
WORD/лейтенант	word	56472
WORD/площади	word	56439
WORD/всю	word	56405
WORD/капитан	word	56352
