item	type	count
WORD/być	word	128631
WORD/iii	word	127870
WORD/gminie	word	127485
WORD/2003	word	127081
WORD/16	word	126841
WORD/ok	word	126799
WORD/około	word	126265
WORD/między	word	123906
WORD/miejscu	word	123374
WORD/14	word	122915
WORD/olimpijskich	word	122583
WORD/której	word	122179
WORD/których	word	121256
WORD/18	word	120931
WORD/rok	word	120621
WORD/może	word	120475
WORD/13	word	119489
WORD/polskiego	word	118692
WORD/1990	word	118069
WORD/udział	word	117876
WORD/gdy	word	117641
WORD/województwie	word	117016
WORD/in	word	116441
WORD/natomiast	word	116215
WORD/17	word	115957
WORD/warszawie	word	115258
WORD/1975	word	114171
WORD/1999	word	113651
WORD/światowej	word	113042
WORD/wsi	word	112933
WORD/2015	word	112005
WORD/and	word	111448
WORD/25	word	111217
WORD/miał	word	110130
WORD/dwóch	word	108218
WORD/skład	word	107152
WORD/raz	word	106484
WORD/kościół	word	106256
WORD/polskiej	word	106016
WORD/czy	word	105661
WORD/którego	word	105363
WORD/grupy	word	105263
WORD/np	word	104852
WORD/2016	word	104478
WORD/jeden	word	104310
WORD/21	word	103975
WORD/19	word	103819
WORD/1945	word	102956
WORD/wśród	word	101357
WORD/zostały	word	101351
WORD/mu	word	101216
WORD/22	word	100217
WORD/zdobył	word	99847
WORD/francji	word	99705
WORD/innych	word	99270
WORD/zespół	word	98775
WORD/danych	word	98548
WORD/nim	word	98447
WORD/rodziny	word	98362
WORD/24	word	98352
WORD/1997	word	97442
WORD/położona	word	97168
WORD/gminy	word	96647
WORD/sezonie	word	96607
WORD/można	word	96371
WORD/1996	word	96335
WORD/1939	word	96209
WORD/kościoła	word	96185
WORD/zespołu	word	95761
WORD/23	word	95513
WORD/bardzo	word	95455
WORD/samym	word	95405
WORD/związku	word	95401
WORD/1989	word	95007
WORD/nich	word	94848
WORD/europy	word	94084
WORD/bez	word	91966
WORD/polska	word	91962
WORD/jan	word	91844
WORD/1994	word	90992
WORD/medal	word	90528
WORD/stronie	word	90457
WORD/okresie	word	90185
WORD/tam	word	90019
WORD/pracy	word	89875
WORD/²	word	89746
WORD/tych	word	89389
WORD/trzy	word	89365
WORD/terenie	word	89109
WORD/ul	word	88905
WORD/1995	word	88806
WORD/1992	word	88672
WORD/28	word	88501
WORD/0	word	87927
WORD/ang	word	87686
WORD/amerykański	word	87284
WORD/względem	word	87061
WORD/armii	word	86982
WORD/kiedy	word	86573
WORD/województwa	word	86514
WORD/1993	word	85998
WORD/rady	word	85958
WORD/26	word	85577
WORD/początku	word	85217
WORD/1991	word	84867
WORD/27	word	84767
WORD/otrzymał	word	84711
WORD/by	word	84492
WORD/te	word	83777
WORD/hrabstwie	word	82994
WORD/historii	word	82767
WORD/jana	word	82588
WORD/dnia	word	82413
WORD/la	word	82413
WORD/jednym	word	82334
WORD/1944	word	82234
WORD/wielu	word	82009
WORD/tak	word	81824
WORD/tytuł	word	81555
WORD/29	word	81430
WORD/zjednoczonych	word	81368
WORD/głównie	word	80283
WORD/jeszcze	word	80227
WORD/film	word	80074
WORD/ją	word	79877
WORD/pierwsze	word	79462
WORD/ponad	word	79421
WORD/b	word	79395
WORD/śmierci	word	79213
WORD/igrzyskach	word	79209
WORD/2017	word	79107
WORD/igrzysk	word	78807
WORD/dzięki	word	78677
WORD/życia	word	78657
WORD/wówczas	word	78480
WORD/xx	word	78203
WORD/typu	word	77110
WORD/lata	word	77049
WORD/1954	word	77008
WORD/nazwa	word	76987
WORD/regionie	word	76809
WORD/31	word	76558
WORD/uniwersytetu	word	76505
WORD/powierzchni	word	76354
WORD/wiele	word	76126
WORD/polskich	word	75803
WORD/usa	word	75685
WORD/miejscowości	word	75549
WORD/kilka	word	75516
WORD/album	word	75449
WORD/zaś	word	75340
WORD/xix	word	75320
WORD/pozycji	word	75158
WORD/1972	word	75144
WORD/zostało	word	74992
WORD/linii	word	74992
WORD/pierwszym	word	74700
WORD/rozpoczął	word	74072
WORD/100	word	73688
WORD/pomiędzy	word	72668
WORD/t	word	72648
WORD/miała	word	72440
WORD/pierwszej	word	71642
WORD/aby	word	71546
WORD/szkoły	word	70841
WORD/tzw	word	70761
WORD/1988	word	70569
WORD/wszystkich	word	70135
WORD/piłkarz	word	70095
WORD/tu	word	70036
WORD/wojska	word	69826
WORD/50	word	69664
WORD/ta	word	69393
WORD/dwie	word	69328
WORD/ponownie	word	69291
WORD/sposób	word	69107
WORD/celu	word	68936
WORD/często	word	68800
WORD/reprezentacji	word	68718
WORD/mistrzostwach	word	68676
WORD/niż	word	68176
WORD/czyli	word	68155
WORD/partii	word	68075
WORD/centrum	word	68032
WORD/nowy	word	68030
WORD/bgcolor	word	67729
WORD/mm	word	67690
WORD/należy	word	67625
WORD/występuje	word	67159
WORD/prawa	word	67075
WORD/polityk	word	67022
WORD/e0ffe0	word	66885
WORD/należała	word	66693
WORD/c	word	66194
WORD/zajął	word	65895
WORD/razem	word	65655
WORD/wyniku	word	65629
WORD/drugiej	word	65455
WORD/dzieci	word	65428
WORD/wszystkie	word	65338
WORD/mają	word	65313
WORD/letnich	word	65197
WORD/brak	word	65121
WORD/pracował	word	64820
WORD/muzeum	word	64794
WORD/trzech	word	64727
WORD/von	word	64655
WORD/1980	word	64552
WORD/koniec	word	64533
WORD/którzy	word	64508
WORD/piechoty	word	64370
WORD/1987	word	64329
WORD/1984	word	64024
WORD/swoją	word	63958
WORD/1986	word	63878
WORD/metrów	word	63723
WORD/1973	word	63425
WORD/strony	word	63401
WORD/inne	word	63214
WORD/ukończył	word	63112
WORD/meczu	word	62897
WORD/orderu	word	62499
WORD/klub	word	61981
WORD/funkcję	word	61317
WORD/je	word	61262
WORD/1985	word	61085
WORD/ziemi	word	61060
WORD/początkowo	word	61039
WORD/swoje	word	60972
WORD/wcześniej	word	60866
WORD/wojnie	word	60833
WORD/iv	word	60784
WORD/mały	word	60757
WORD/ludności	word	60736
WORD/niej	word	60653
WORD/1981	word	60595
WORD/zsrr	word	60540
WORD/ramach	word	60071
WORD/klubu	word	59696
WORD/innymi	word	59555
WORD/długości	word	59242
WORD/członkiem	word	59170
WORD/mistrzostwa	word	59168
WORD/jedynie	word	58984
WORD/nazwę	word	58893
WORD/prowincji	word	58859
WORD/administracyjnie	word	58752
WORD/v	word	58604
WORD/wydawnictwo	word	58592
WORD/gatunek	word	58571
WORD/1982	word	58571
WORD/j	word	58333
WORD/1983	word	58143
WORD/e	word	58060
WORD/ligi	word	57982
WORD/akademii	word	57913
WORD/czas	word	57854
WORD/piłce	word	57600
WORD/narodowej	word	57509
WORD/niego	word	57314
WORD/podstawie	word	57234
WORD/studia	word	57221
WORD/wysokości	word	57182
WORD/państwa	word	57119
WORD/krzyżem	word	57038
WORD/one	word	57010
WORD/byli	word	56831
WORD/swojej	word	56471
WORD/jedną	word	56414
WORD/1976	word	56138
WORD/patrz	word	56042
WORD/nożnej	word	55866
WORD/zmarł	word	55832
WORD/względu	word	55807
WORD/parafia	word	55769
WORD/król	word	55651
WORD/kultury	word	55632
WORD/gminę	word	55557
WORD/rzeczypospolitej	word	55426
WORD/wielkiej	word	55232
WORD/siedzibą	word	55225
WORD/drugi	word	55111
WORD/króla	word	54950
WORD/1978	word	54784
WORD/krakowie	word	54777
WORD/cm	word	54615
WORD/wynosiła	word	54593
WORD/syn	word	54589
WORD/x	word	54517
WORD/woj	word	54455
WORD/turnieju	word	54450
WORD/powodu	word	54424
WORD/ks	word	54375
WORD/południowej	word	54348
WORD/karierę	word	54188
WORD/lecz	word	54066
WORD/mieście	word	53756
WORD/którą	word	53556
WORD/osoby	word	53465
WORD/stanu	word	53307
WORD/organizacji	word	53185
WORD/1979	word	53127
WORD/1918	word	53121
WORD/liczby	word	53050
WORD/czym	word	52996
WORD/mogą	word	52785
WORD/ona	word	52708
WORD/znajdują	word	52644
WORD/sztuki	word	52518
WORD/wyd	word	52397
WORD/40	word	52292
WORD/tys	word	52214
WORD/najbardziej	word	52161
WORD/nawet	word	52111
WORD/al	word	52086
WORD/różnych	word	52075
WORD/północnej	word	51976
WORD/grupa	word	51948
WORD/nauk	word	51769
WORD/dni	word	51466
WORD/parafii	word	51382
WORD/gmin	word	51347
WORD/zadebiutował	word	51339
WORD/stanisław	word	51322
WORD/poza	word	51284
WORD/cztery	word	51178
WORD/domu	word	51068
WORD/uniwersytecie	word	50980
WORD/czasu	word	50711
WORD/1920	word	50584
WORD/1940	word	50386
WORD/1974	word	50362
WORD/ciągu	word	50328
WORD/1970	word	50287
WORD/potem	word	50200
WORD/niemiecki	word	50097
WORD/ponadto	word	50025
WORD/ostatecznie	word	49934
WORD/k	word	49686
WORD/kilku	word	49641
WORD/pełnił	word	49635
WORD/członek	word	49623
WORD/uzyskał	word	49539
WORD/departamencie	word	49428
WORD/stanach	word	49365
WORD/wystąpił	word	49274
WORD/działalność	word	49270
WORD/mężczyzn	word	49206
WORD/kobiet	word	49158
WORD/1977	word	49130
WORD/poprzez	word	49043
WORD/pochodzi	word	49017
WORD/1943	word	49004
WORD/sam	word	48967
WORD/60	word	48905
WORD/1941	word	48867
WORD/nowym	word	48650
WORD/posiada	word	48640
WORD/końca	word	48448
WORD/system	word	48405
WORD/1968	word	48376
WORD/kategorii	word	48042
WORD/john	word	48020
WORD/anglii	word	47926
WORD/kraków	word	47814
WORD/stanowisko	word	47811
WORD/cmentarzu	word	47776
WORD/gromady	word	47684
WORD/większość	word	47639
WORD/1946	word	47289
WORD/leży	word	47008
WORD/zachodniej	word	46881
WORD/przeciwko	word	46798
WORD/zarówno	word	46745
WORD/nowej	word	46589
WORD/nowego	word	46548
WORD/bardziej	word	46421
WORD/pierwsza	word	46375
WORD/serii	word	46374
WORD/rodzaju	word	46296
WORD/1969	word	46290
WORD/dopiero	word	46168
WORD/spraw	word	46148
WORD/swój	word	46131
WORD/aż	word	46032
WORD/klasy	word	45960
WORD/miejsca	word	45951
WORD/kategoria	word	45818
WORD/andrzej	word	45783
WORD/pierwszego	word	45772
WORD/1919	word	45613
WORD/1956	word	45495
WORD/gry	word	45467
WORD/sobie	word	45396
WORD/żołnierzy	word	45396
WORD/der	word	45387
WORD/dr	word	45375
WORD/stacja	word	45256
WORD/mimo	word	45246
WORD/liczba	word	45199
WORD/klasyfikacji	word	45198
WORD/wtedy	word	45160
WORD/swoich	word	45159
WORD/l	word	45114
WORD/połowie	word	45080
WORD/swoim	word	44981
WORD/1971	word	44963
WORD/1942	word	44907
WORD/członków	word	44870
WORD/swojego	word	44827
WORD/obszar	word	44804
WORD/80	word	44718
WORD/postaci	word	44703
WORD/bazie	word	44590
WORD/jednego	word	44577
WORD/nowe	word	44465
WORD/okręgu	word	44431
WORD/ludzi	word	44301
WORD/wschodniej	word	44284
WORD/takich	word	44276
WORD/pułku	word	44240
WORD/1938	word	44086
WORD/urodził	word	44069
WORD/rolę	word	44026
WORD/trakcie	word	43972
WORD/ruchu	word	43901
WORD/h	word	43895
WORD/sezonu	word	43860
WORD/pucharu	word	43819
WORD/jednostki	word	43769
WORD/1960	word	43760
WORD/józef	word	43727
WORD/prawo	word	43445
WORD/1948	word	43417
WORD/zachód	word	43311
WORD/występował	word	43287
WORD/1928	word	43245
WORD/zasługi	word	43213
WORD/wynosi	word	43184
WORD/ponieważ	word	43128
WORD/iż	word	43080
WORD/kadencji	word	43062
WORD/1964	word	43061
WORD/przypadku	word	42911
WORD/fr	word	42848
WORD/polskie	word	42836
WORD/stał	word	42792
WORD/aktor	word	42763
WORD/kierunku	word	42727
WORD/prawdopodobnie	word	42675
WORD/wydziału	word	42669
WORD/1967	word	42582
WORD/komitetu	word	42577
WORD/głównego	word	42556
WORD/powstała	word	42554
WORD/życie	word	42549
WORD/maria	word	42504
WORD/matki	word	42493
WORD/mocy	word	42472
WORD/rosji	word	42385
WORD/left	word	42303
WORD/jedna	word	42212
WORD/new	word	42209
WORD/walki	word	42091
WORD/xviii	word	42083
WORD/liczyła	word	41765
WORD/komisji	word	41734
WORD/filmu	word	41724
WORD/pracę	word	41486
WORD/jerzy	word	41398
WORD/250px	word	41397
WORD/1921	word	41335
WORD/kolei	word	41330
WORD/1965	word	41185
WORD/więc	word	41157
WORD/świecie	word	41151
WORD/budynek	word	41104
WORD/70	word	41053
WORD/powstania	word	41033
WORD/jednocześnie	word	41023
WORD/służby	word	40949
WORD/niemczech	word	40927
WORD/1966	word	40922
WORD/world	word	40814
WORD/strona	word	40747
WORD/wschód	word	40743
WORD/powstał	word	40737
WORD/puchar	word	40529
WORD/1962	word	40489
WORD/grał	word	40465
WORD/drużyny	word	40398
WORD/produkcji	word	40359
WORD/wojsk	word	40317
WORD/p	word	40296
WORD/n	word	40250
WORD/1947	word	40215
WORD/park	word	40210
WORD/1936	word	40105
WORD/d	word	40095
WORD/pochodzenia	word	40033
WORD/zaludnienia	word	40016
WORD/90	word	40000
WORD/polskim	word	39976
WORD/wydany	word	39953
WORD/red	word	39822
WORD/1952	word	39807
WORD/wody	word	39768
WORD/200	word	39760
WORD/sił	word	39699
WORD/przeszedł	word	39643
WORD/san	word	39599
WORD/lidze	word	39573
WORD/takie	word	39519
WORD/ulicy	word	39462
WORD/wobec	word	39429
WORD/odrodzenia	word	39400
WORD/towarzystwa	word	39394
WORD/biskup	word	39304
WORD/złoty	word	39270
WORD/1961	word	39220
WORD/gęstość	word	39206
WORD/prace	word	39168
WORD/1950	word	39153
WORD/znany	word	39024
WORD/prezydent	word	38994
WORD/wersji	word	38933
WORD/240px	word	38830
WORD/okresu	word	38751
WORD/1937	word	38603
WORD/jednostka	word	38599
WORD/będzie	word	38596
WORD/samego	word	38553
WORD/1957	word	38548
WORD/1958	word	38505
WORD/brązowy	word	38497
WORD/gen	word	38496
WORD/dowódca	word	38466
WORD/ros	word	38460
WORD/1959	word	38425
WORD/nazwy	word	38375
WORD/prezydenta	word	38358
WORD/stylu	word	38323
WORD/stanowi	word	38267
WORD/narodowego	word	38223
WORD/pobliżu	word	38179
WORD/biegu	word	38023
WORD/grand	word	37957
WORD/utwór	word	37886
WORD/stan	word	37746
WORD/dniu	word	37746
WORD/obrony	word	37672
WORD/pierwszą	word	37648
WORD/stanisława	word	37645
WORD/książę	word	37451
WORD/1934	word	37439
WORD/niemiec	word	37424
WORD/en	word	37362
WORD/nagroda	word	37342
WORD/niem	word	37329
WORD/krzyż	word	37184
WORD/1963	word	37162
WORD/miały	word	37096
WORD/ciała	word	37089
WORD/dom	word	37084
WORD/francuski	word	37053
WORD/pt	word	37006
WORD/gdyż	word	37001
WORD/1930	word	36955
WORD/łodzi	word	36932
WORD/rozwoju	word	36907
WORD/for	word	36883
WORD/świętego	word	36714
WORD/ochrony	word	36705
WORD/vi	word	36627
WORD/szkoła	word	36608
WORD/brytanii	word	36600
WORD/1949	word	36578
WORD/saint	word	36523
WORD/pierwszych	word	36434
WORD/czterech	word	36423
WORD/granicy	word	36394
WORD/liście	word	36280
WORD/1924	word	36187
WORD/reż	word	36137
WORD/stanów	word	36016
WORD/głównym	word	35960
WORD/1922	word	35952
WORD/jednej	word	35950
WORD/rodzaj	word	35864
WORD/siebie	word	35838
WORD/diecezji	word	35836
WORD/prof	word	35835
WORD/piotr	word	35794
WORD/powrócił	word	35744
WORD/stopnia	word	35595
WORD/poznaniu	word	35577
WORD/stacji	word	35387
WORD/powiatu	word	35373
WORD/mistrz	word	35307
WORD/le	word	35284
WORD/podobnie	word	35273
WORD/działania	word	35243
WORD/działacz	word	35225
WORD/ojciec	word	35178
WORD/nagrody	word	35139
WORD/brał	word	35103
WORD/oprócz	word	35100
WORD/władzy	word	35054
WORD/rejonie	word	35049
WORD/straży	word	35038
WORD/xvi	word	35028
WORD/zamieszkiwało	word	35003
WORD/wszystkim	word	34943
WORD/nowa	word	34769
WORD/sezon	word	34768
WORD/najczęściej	word	34664
WORD/siły	word	34646
WORD/historia	word	34607
WORD/wielki	word	34520
WORD/g	word	34504
WORD/punktów	word	34494
WORD/zgodnie	word	34460
WORD/mistrzostwo	word	34458
WORD/1955	word	34409
WORD/rp	word	34395
WORD/1951	word	34389
WORD/000	word	34374
WORD/jeśli	word	34321
WORD/pułk	word	34319
WORD/zakończeniu	word	34316
WORD/1932	word	34312
WORD/ludowej	word	34286
WORD/odległości	word	34210
WORD/kolejne	word	34135
WORD/dywizji	word	34121
WORD/obok	word	34104
WORD/józefa	word	34035
WORD/1935	word	34018
WORD/1914	word	34014
WORD/wybrany	word	33968
WORD/szkole	word	33947
WORD/rzecz	word	33918
WORD/odbył	word	33823
WORD/srebrny	word	33815
WORD/listy	word	33774
WORD/nazwą	word	33730
WORD/wyborach	word	33718
WORD/wielkiego	word	33713
WORD/premiera	word	33690
WORD/miało	word	33683
WORD/choć	word	33683
WORD/autor	word	33671
WORD/razy	word	33639
WORD/ha	word	33615
WORD/rzeki	word	33588
WORD/budowy	word	33540
WORD/pow	word	33498
WORD/f	word	33494
WORD/hiszpanii	word	33441
WORD/linkowań	word	33402
WORD/wkrótce	word	33390
WORD/1929	word	33390
WORD/góry	word	33305
WORD/związek	word	33259
WORD/prawie	word	33251
WORD/1953	word	33216
WORD/dzień	word	33102
WORD/języku	word	33097
WORD/objął	word	33023
WORD/czego	word	32964
WORD/wersja	word	32948
WORD/ds	word	32914
WORD/obszarze	word	32874
WORD/ostatni	word	32823
WORD/pomocą	word	32743
WORD/zakończył	word	32742
WORD/kolejnych	word	32741
WORD/działalności	word	32661
WORD/right	word	32616
WORD/tekst	word	32588
WORD/czasem	word	32586
WORD/dziś	word	32551
WORD/serialu	word	32483
WORD/kg	word	32453
WORD/gatunków	word	32433
WORD/di	word	32257
WORD/języka	word	32219
WORD/pomocy	word	32218
WORD/university	word	32201
WORD/niektórych	word	32076
WORD/nauki	word	32068
WORD/badania	word	32062
WORD/władze	word	32040
WORD/tom	word	32001
WORD/tę	word	31997
WORD/systemu	word	31942
WORD/piosenki	word	31922
WORD/1933	word	31911
WORD/robert	word	31910
WORD/gromada	word	31902
WORD/zimowych	word	31854
WORD/republiki	word	31851
WORD/obu	word	31839
WORD/warszawskiego	word	31792
WORD/1931	word	31772
WORD/więcej	word	31643
WORD/zawiera	word	31636
WORD/księcia	word	31556
WORD/prowadził	word	31544
WORD/europie	word	31465
WORD/średniej	word	31465
WORD/los	word	31347
WORD/badań	word	31339
WORD/dniach	word	31295
WORD/artylerii	word	31271
WORD/ss	word	31201
WORD/1927	word	31144
WORD/projektu	word	31126
WORD/wspólnie	word	31097
WORD/1926	word	31067
WORD/okres	word	31055
WORD/doszło	word	31024
WORD/rząd	word	30992
WORD/200px	word	30991
WORD/pawła	word	30953
WORD/droga	word	30903
WORD/występują	word	30777
WORD/1923	word	30771
WORD/brytyjski	word	30758
WORD/czasów	word	30715
WORD/dwukrotnie	word	30705
WORD/najlepszy	word	30646
WORD/wydane	word	30619
WORD/st	word	30596
WORD/des	word	30589
WORD/pisarz	word	30586
WORD/temat	word	30487
WORD/długość	word	30484
WORD/budynku	word	30447
WORD/przede	word	30433
WORD/powiat	word	30419
WORD/niemieckiej	word	30403
WORD/poznań	word	30374
WORD/północ	word	30270
WORD/1917	word	30218
WORD/człowieka	word	30210
WORD/drugim	word	30175
WORD/gra	word	30095
WORD/język	word	30078
WORD/sztuk	word	30067
WORD/bieg	word	30060
WORD/projekt	word	29983
WORD/klubie	word	29970
WORD/programu	word	29962
WORD/linia	word	29960
WORD/obraz	word	29925
WORD/1925	word	29902
WORD/prac	word	29890
WORD/regionu	word	29877
WORD/studiował	word	29848
WORD/juniorów	word	29735
WORD/składzie	word	29708
WORD/polsko	word	29666
WORD/rozegrał	word	29647
WORD/sejm	word	29618
WORD/katolicki	word	29600
WORD/gitara	word	29556
WORD/południowo	word	29468
WORD/paryżu	word	29461
WORD/ministra	word	29461
WORD/imię	word	29407
WORD/parku	word	29374
WORD/muzyki	word	29352
WORD/und	word	29340
WORD/północno	word	29280
WORD/instytutu	word	29204
WORD/port	word	29191
WORD/program	word	29177
WORD/aktorka	word	29168
WORD/gimnazjum	word	29140
WORD/koło	word	29130
WORD/xvii	word	29119
WORD/adam	word	29052
WORD/tadeusz	word	29040
WORD/postać	word	28944
WORD/fc	word	28937
WORD/van	word	28890
WORD/plasuje	word	28881
WORD/muzyczne	word	28870
WORD/łącznie	word	28862
WORD/drogi	word	28824
WORD/zarządu	word	28817
WORD/minister	word	28808
WORD/liczne	word	28792
WORD/oddział	word	28781
WORD/wygrał	word	28755
WORD/szczególnie	word	28751
WORD/premier	word	28734
WORD/zakresie	word	28731
WORD/styczniu	word	28693
WORD/medalista	word	28681
WORD/lista	word	28656
WORD/bezpieczeństwa	word	28616
WORD/profesor	word	28607
WORD/prowadzi	word	28423
WORD/niektóre	word	28386
WORD/trener	word	28365
WORD/generał	word	28324
WORD/you	word	28231
WORD/londynie	word	28222
WORD/akcji	word	28200
WORD/wydziale	word	28178
WORD/nowych	word	28174
WORD/istnieje	word	28130
WORD/nią	word	28090
WORD/zwykle	word	28082
WORD/urząd	word	28049
WORD/wyspy	word	28009
WORD/syna	word	27991
WORD/południe	word	27986
WORD/okręt	word	27975
WORD/włoski	word	27958
WORD/rządu	word	27933
WORD/obejmuje	word	27914
WORD/budowę	word	27904
WORD/wrześniu	word	27889
WORD/nigdy	word	27882
WORD/zostaje	word	27863
WORD/marii	word	27805
WORD/albo	word	27803
WORD/karierze	word	27778
WORD/celem	word	27760
WORD/drużyna	word	27749
WORD/uczestniczył	word	27720
WORD/niemcy	word	27686
WORD/ojca	word	27641
WORD/cały	word	27495
WORD/wrocław	word	27457
WORD/zawodnik	word	27453
WORD/królestwa	word	27413
WORD/składa	word	27395
WORD/firmy	word	27372
WORD/każdy	word	27359
WORD/35	word	27336
WORD/zmiany	word	27329
WORD/udało	word	27307
WORD/końcu	word	27223
WORD/zwłaszcza	word	27182
WORD/dzielnicy	word	27155
WORD/wokół	word	27150
WORD/zostali	word	27051
WORD/główny	word	27042
WORD/występujący	word	27020
WORD/położony	word	27018
WORD/400	word	26974
WORD/tysięcy	word	26959
WORD/utworzono	word	26904
WORD/zaczął	word	26882
WORD/położone	word	26870
WORD/zdobyła	word	26849
WORD/warszawy	word	26847
WORD/kazimierz	word	26835
WORD/filmie	word	26825
WORD/roli	word	26802
WORD/oddziału	word	26779
WORD/mistrza	word	26766
WORD/rozgrywek	word	26723
WORD/oznacza	word	26703
WORD/maju	word	26701
WORD/stała	word	26690
WORD/roślin	word	26685
WORD/powieści	word	26680
WORD/czerwcu	word	26677
WORD/et	word	26660
WORD/wyniki	word	26659
WORD/partia	word	26643
WORD/większości	word	26643
WORD/znacznie	word	26556
WORD/dowódcy	word	26544
WORD/festiwalu	word	26471
WORD/duchowny	word	26453
WORD/odbyła	word	26392
WORD/32	word	26305
WORD/rosyjski	word	26281
WORD/marek	word	26269
WORD/paweł	word	26247
WORD/nagrodę	word	26230
WORD/500	word	26221
WORD/stopniu	word	26203
WORD/siedziba	word	26146
WORD/henryk	word	26137
WORD/broni	word	26133
WORD/władysław	word	26103
WORD/kościele	word	26097
WORD/osada	word	26087
WORD/grudniu	word	26049
WORD/city	word	26018
WORD/drodze	word	26002
WORD/dostęp	word	25966
WORD/rodzina	word	25940
WORD/duże	word	25915
WORD/województwo	word	25914
WORD/częścią	word	25914
WORD/rundzie	word	25867
WORD/no	word	25865
WORD/lipcu	word	25843
WORD/kolejowa	word	25828
WORD/zawodach	word	25817
WORD/północny	word	25793
WORD/trzeci	word	25747
WORD/informacji	word	25714
WORD/jpg	word	25683
WORD/zagrał	word	25663
WORD/zajęła	word	25632
WORD/nowo	word	25625
WORD/marcu	word	25574
WORD/kariery	word	25510
WORD/45	word	25502
WORD/japonii	word	25482
WORD/dawna	word	25467
WORD/całej	word	25442
WORD/związkowym	word	25441
WORD/wielka	word	25342
WORD/wrocławiu	word	25331
WORD/szybko	word	25325
WORD/barwach	word	25293
WORD/stopień	word	25272
WORD/ani	word	25211
WORD/rozpoczęła	word	25209
WORD/władz	word	25156
WORD/wyłącznie	word	25116
WORD/amerykańska	word	25093
WORD/samej	word	25072
WORD/pięć	word	25052
WORD/art	word	25027
WORD/współpracy	word	24892
WORD/bitwie	word	24854
WORD/reżyserii	word	24844
WORD/odkryta	word	24843
