item	type	count
WORD/彼	word	303813
WORD/isbn	word	297856
WORD/および	word	297508
WORD/23	word	296125
WORD/全	word	292280
WORD/ら	word	292279
WORD/開発	word	292216
WORD/→	word	289623
WORD/2004	word	289005
WORD/～	word	284993
WORD/式	word	284606
WORD/地域	word	284378
WORD/大阪	word	283212
WORD/語	word	282855
WORD/場	word	282332
WORD/事	word	282295
WORD/アルバム	word	281234
WORD/にて	word	281187
WORD/教育	word	280601
WORD/高等	word	279285
WORD/なお	word	277900
WORD/2017	word	277882
WORD/音楽	word	275590
WORD/2000	word	273959
WORD/行っ	word	271942
WORD/チーム	word	271904
WORD/国際	word	270415
WORD/力	word	268981
WORD/旧	word	268464
WORD/関係	word	268296
WORD/下	word	266449
WORD/作詞	word	266030
WORD/優勝	word	264658
WORD/変更	word	262962
WORD/ん	word	262721
WORD/における	word	260905
WORD/26	word	260716
WORD/28	word	259063
WORD/所属	word	258075
WORD/歴史	word	258052
WORD/に関する	word	257769
WORD/バス	word	256447
WORD/担当	word	256234
WORD/27	word	255758
WORD/出場	word	255524
WORD/2003	word	255481
WORD/だけ	word	254452
WORD/発表	word	253866
WORD/見	word	253428
WORD/以降	word	252643
WORD/参加	word	252226
WORD/b	word	250770
WORD/開催	word	249046
WORD/主	word	248875
WORD/ドイツ	word	247933
WORD/南	word	246611
WORD/王	word	246027
WORD/事業	word	246008
WORD/収録	word	245320
WORD/試合	word	244761
WORD/世	word	244238
WORD/科	word	244205
WORD/たり	word	244149
WORD/29	word	243287
WORD/物	word	242711
WORD/中心	word	241982
WORD/十	word	241517
WORD/事件	word	241195
WORD/設置	word	241133
WORD/級	word	241071
WORD/持つ	word	240762
WORD/利用	word	239854
WORD/同年	word	239834
WORD/以下	word	239829
WORD/設立	word	239386
WORD/野球	word	239146
WORD/同じ	word	239018
WORD/委員	word	237908
WORD/情報	word	237759
WORD/巻	word	237758
WORD/北	word	237504
WORD/2002	word	236781
WORD/出版	word	236317
WORD/＝	word	236266
WORD/度	word	234487
WORD/アメリカ合衆国	word	233702
WORD/多い	word	233106
WORD/以上	word	232290
WORD/期	word	230805
WORD/都	word	229049
WORD/会社	word	228525
WORD/年代	word	227893
WORD/&	word	227490
WORD/中央	word	226713
WORD/中国	word	226418
WORD/株式会社	word	226074
WORD/2001	word	225966
WORD/いう	word	225585
WORD/せる	word	224686
WORD/女性	word	224276
WORD/フランス	word	223919
WORD/現	word	223872
WORD/地方	word	222965
WORD/一般	word	222183
WORD/店	word	221433
WORD/社会	word	221203
WORD/高	word	220791
WORD/及び	word	220289
WORD/イギリス	word	220168
WORD/制作	word	219787
WORD/=	word	219566
WORD/自分	word	219346
WORD/編曲	word	219247
WORD/都市	word	218085
WORD/小学校	word	218082
WORD/さらに	word	218065
WORD/体	word	217849
WORD/31	word	217331
WORD/代	word	217013
WORD/東	word	217003
WORD/世紀	word	216816
WORD/記録	word	216465
WORD/攻撃	word	215293
WORD/各	word	215267
WORD/側	word	214947
WORD/島	word	213912
WORD/氏	word	213346
WORD/アニメ	word	212949
WORD/リーグ	word	212396
WORD/円	word	212027
WORD/文化	word	211909
WORD/／	word	211656
WORD/一覧	word	211493
WORD/行う	word	211443
WORD/※	word	211108
WORD/頃	word	210842
WORD/センター	word	209736
WORD/問題	word	209625
WORD/点	word	209218
WORD/子	word	209062
WORD/c	word	208838
WORD/廃止	word	207543
WORD/企業	word	206081
WORD/番	word	204920
WORD/シングル	word	203337
WORD/に対して	word	203136
WORD/機関	word	203091
WORD/km	word	202191
WORD/必要	word	201946
WORD/なら	word	201708
WORD/自身	word	201185
WORD/シーズン	word	200829
WORD/編	word	200809
WORD/ながら	word	200481
WORD/手	word	197563
WORD/ほか	word	197332
WORD/ドラマ	word	197266
WORD/公式	word	195667
WORD/種	word	195552
WORD/サッカー	word	195394
WORD/声	word	195013
WORD/両	word	192926
WORD/thumb	word	192481
WORD/計画	word	192267
WORD/卒業	word	190299
WORD/丁目	word	190272
WORD/用い	word	190268
WORD/1999	word	190011
WORD/隊	word	189995
WORD/金	word	189409
WORD/100	word	187582
WORD/川	word	187480
WORD/プロ	word	186856
WORD/京都	word	186338
WORD/西	word	186316
WORD/nhk	word	185907
WORD/撮影	word	185416
WORD/政治	word	184533
WORD/面	word	183673
WORD/技術	word	183630
WORD/と共に	word	183247
WORD/女	word	182582
WORD/でも	word	182351
WORD/城	word	181804
WORD/d	word	181756
WORD/神	word	180861
WORD/とき	word	180190
WORD/うち	word	180120
WORD/公開	word	179895
WORD/考え	word	179714
WORD/四	word	179597
WORD/教授	word	179192
WORD/地区	word	178947
WORD/同様	word	178930
WORD/販売	word	178886
WORD/戦争	word	178822
WORD/知ら	word	177275
WORD/高校	word	177260
WORD/終了	word	176951
WORD/人間	word	176684
WORD/史	word	176620
WORD/cm	word	176084
WORD/1998	word	176069
WORD/経済	word	175228
WORD/="	word	175189
WORD/px	word	174786
WORD/最終	word	174385
WORD/漫画	word	173919
WORD/館	word	173503
WORD/艦	word	173287
WORD/歌	word	173187
WORD/年度	word	173095
WORD/全国	word	172518
WORD/かつて	word	172407
WORD/ラジオ	word	172163
WORD/特別	word	172081
WORD/結果	word	171926
WORD/記念	word	171579
WORD/位置	word	171187
WORD/通り	word	170949
WORD/当初	word	170670
WORD/施設	word	170335
WORD/1990	word	170217
WORD/00	word	169662
WORD/部分	word	169603
WORD/務め	word	169137
WORD/とともに	word	168822
WORD/以外	word	168740
WORD/選手権	word	168698
WORD/男	word	167767
WORD/1997	word	167189
WORD/…	word	167084
WORD/女子	word	165941
WORD/父	word	165643
WORD/製作	word	164861
WORD/f	word	164317
WORD/最初	word	164021
WORD/50	word	163741
WORD/再	word	163661
WORD/生まれ	word	163568
WORD/協会	word	163417
WORD/ほど	word	163308
WORD/グループ	word	163297
WORD/員	word	162591
WORD/最後	word	162428
WORD/議員	word	162395
WORD/文庫	word	162171
WORD/総合	word	162042
WORD/and	word	161784
WORD/ので	word	161754
WORD/キャラクター	word	161726
WORD/獲得	word	161633
WORD/1996	word	161536
WORD/建設	word	160854
WORD/選挙	word	160782
WORD/小説	word	160617
WORD/特に	word	160062
WORD/場所	word	160031
WORD/影響	word	159900
WORD/官	word	158671
WORD/j	word	158562
WORD/路線	word	158333
WORD/in	word	158251
WORD/科学	word	158186
WORD/台	word	157932
WORD/政府	word	157697
WORD/指定	word	157408
WORD/戦闘	word	157396
WORD/状態	word	157177
WORD/メンバー	word	156869
WORD/1995	word	156861
WORD/府	word	156507
WORD/五	word	156106
WORD/劇場	word	156009
WORD/派	word	156008
WORD/星	word	155854
WORD/交通	word	155680
WORD/そして	word	155618
WORD/達	word	155432
WORD/別	word	154987
WORD/x	word	154943
WORD/構成	word	154851
WORD/それぞれ	word	154308
WORD/道路	word	154291
WORD/一方	word	153987
WORD/発生	word	153869
WORD/中学校	word	153802
WORD/権	word	153270
WORD/e	word	152580
WORD/受賞	word	151942
WORD/団	word	151737
WORD/建築	word	151415
WORD/列車	word	151258
WORD/ただし	word	150927
WORD/生	word	150593
WORD/1994	word	150465
WORD/楽曲	word	150045
WORD/市立	word	150033
WORD/み	word	149817
WORD/山	word	149792
WORD/管理	word	149035
WORD/車両	word	148906
WORD/一つ	word	148755
WORD/枚	word	148357
WORD/主義	word	147515
WORD/年間	word	147507
WORD/しまう	word	147318
WORD/娘	word	146939
WORD/彼女	word	146890
WORD/tbs	word	146748
WORD/向け	word	146666
WORD/北海道	word	146234
WORD/方	word	146019
WORD/水	word	145861
WORD/または	word	145665
WORD/モデル	word	145420
WORD/得	word	145269
WORD/jr	word	145055
WORD/意味	word	144388
WORD/能力	word	143696
WORD/組	word	143685
WORD/システム	word	143099
WORD/r	word	142704
WORD/40	word	142482
WORD/g	word	142339
WORD/馬	word	142322
WORD/1993	word	142318
WORD/名前	word	142298
WORD/合併	word	142210
WORD/組織	word	142129
WORD/室	word	141934
WORD/総	word	141594
WORD/これら	word	141566
WORD/設定	word	141559
WORD/決定	word	141333
WORD/持っ	word	141283
WORD/デビュー	word	141051
WORD/1992	word	140283
WORD/サイト	word	139988
WORD/小	word	139940
WORD/就任	word	139840
WORD/経	word	139606
WORD/英語	word	139399
WORD/制	word	139304
WORD/%	word	139258
WORD/i	word	139051
WORD/全て	word	138548
WORD/運行	word	138487
WORD/色	word	138204
WORD/製造	word	138068
WORD/生活	word	138038
WORD/営業	word	137980
WORD/t	word	137130
WORD/海軍	word	137124
WORD/何	word	136975
WORD/デザイン	word	136941
WORD/ロシア	word	136906
WORD/競技	word	136875
WORD/花	word	136629
WORD/出	word	136511
WORD/橋	word	136480
WORD/とも	word	136263
WORD/カテゴリ	word	136068
WORD/戦い	word	136036
WORD/勝	word	135764
WORD/企画	word	135756
WORD/978	word	135744
WORD/ものの	word	135725
WORD/1991	word	135616
WORD/対	word	135203
WORD/1980	word	134965
WORD/採用	word	134902
WORD/機能	word	134715
WORD/スポーツ	word	134642
WORD/書	word	134051
WORD/高い	word	133955
WORD/p	word	133930
WORD/対応	word	133908
WORD/相手	word	133760
WORD/航空	word	133577
WORD/–	word	133167
WORD/舞台	word	132979
WORD/姿	word	132724
WORD/院	word	132492
WORD/通常	word	132308
WORD/光	word	132156
WORD/実施	word	132152
WORD/たい	word	132090
WORD/物語	word	131872
WORD/生産	word	131845
WORD/没	word	131754
WORD/条	word	131630
WORD/参照	word	131392
WORD/愛	word	131351
WORD/名称	word	131248
WORD/1989	word	131213
WORD/調査	word	130316
WORD/フジテレビ	word	130238
WORD/法人	word	130096
WORD/開業	word	129977
WORD/学者	word	129287
WORD/広島	word	128794
WORD/ところ	word	128766
WORD/w	word	128718
WORD/契約	word	128706
WORD/に対する	word	128699
WORD/自動車	word	128269
WORD/[	word	128193
WORD/最大	word	128081
WORD/帝国	word	127333
WORD/福岡	word	126237
WORD/名古屋	word	126033
WORD/初めて	word	125733
WORD/使わ	word	125617
WORD/発行	word	125475
WORD/1987	word	125209
WORD/搭載	word	125194
WORD/国道	word	125145
WORD/原作	word	125103
WORD/超	word	124987
WORD/目的	word	124956
WORD/最も	word	124592
WORD/運転	word	124427
WORD/専門	word	124425
WORD/海	word	124419
WORD/〉	word	124254
WORD/〈	word	123993
WORD/朝	word	123826
WORD/基本	word	123743
WORD/クラブ	word	123692
WORD/勝利	word	123392
WORD/独立	word	123289
WORD/宇宙	word	123163
WORD/連続	word	123000
WORD/風	word	122951
WORD/イタリア	word	122887
WORD/部隊	word	122479
WORD/！	word	122336
WORD/江戸	word	122331
WORD/1988	word	121958
WORD/”	word	121160
WORD/船	word	120958
WORD/ま	word	120814
WORD/心	word	120703
WORD/いく	word	120171
WORD/写真	word	120126
WORD/公園	word	119769
WORD/街	word	119640
WORD/与え	word	119373
WORD/経営	word	119174
WORD/妻	word	118852
WORD/h	word	118848
WORD/例	word	118203
WORD/運動	word	118168
WORD/含む	word	117741
WORD/率	word	117504
WORD/最高	word	117346
WORD/1986	word	116735
WORD/以前	word	116726
WORD/のち	word	116542
WORD/音	word	116459
WORD/テーマ	word	116244
WORD/関連	word	116149
WORD/製	word	115697
WORD/200	word	115646
WORD/cd	word	115598
WORD/母	word	115555
WORD/編成	word	115552
WORD/大正	word	115470
WORD/さん	word	115348
WORD/女優	word	114973
WORD/完成	word	114952
WORD/提供	word	114777
WORD/病院	word	114758
WORD/オリンピック	word	114473
WORD/指導	word	114431
WORD/人口	word	114407
WORD/神社	word	114387
WORD/大きな	word	114373
WORD/画像	word	114369
WORD/字	word	114342
WORD/少年	word	114197
WORD/内容	word	114044
WORD/ライブ	word	113796
WORD/六	word	113712
WORD/v	word	113640
WORD/よ	word	113524
WORD/始め	word	113330
WORD/実際	word	113028
WORD/省	word	112960
WORD/伴い	word	112870
WORD/県立	word	112704
WORD/1985	word	112572
WORD/藩	word	112345
WORD/夏	word	112303
WORD/紹介	word	111977
WORD/八	word	111953
WORD/活躍	word	111923
WORD/1970	word	111917
WORD/外	word	111795
WORD/警察	word	111765
WORD/構造	word	111512
WORD/予定	word	111162
WORD/編集	word	110905
WORD/といった	word	110824
WORD/不明	word	110670
WORD/指揮	word	110567
WORD/続け	word	110460
WORD/協力	word	110205
WORD/連合	word	110071
WORD/完全	word	110002
WORD/主人公	word	109637
WORD/リリース	word	109504
WORD/公演	word	109331
WORD/結婚	word	109267
WORD/千葉	word	109251
WORD/団体	word	109175
WORD/敵	word	109088
WORD/重要	word	109085
WORD/発見	word	108946
WORD/群	word	108918
WORD/“	word	108866
WORD/サービス	word	108846
WORD/集	word	108618
WORD/にかけて	word	108582
WORD/量	word	108563
WORD/映像	word	108520
WORD/1984	word	108458
WORD/+	word	108368
WORD/入り	word	108237
WORD/ほとんど	word	108208
WORD/000	word	108157
WORD/現代	word	108038
WORD/正	word	107988
WORD/祭	word	107897
WORD/主演	word	107708
WORD/国家	word	107553
WORD/脚本	word	107507
WORD/森	word	107389
WORD/共同	word	107283
WORD/設計	word	107278
WORD/韓国	word	107092
WORD/成功	word	106902
WORD/改称	word	106733
WORD/横浜	word	106347
WORD/l	word	106335
WORD/米	word	105930
WORD/性格	word	105906
WORD/士	word	105882
WORD/カード	word	105833
WORD/文学	word	105785
WORD/×	word	105542
WORD/対象	word	105541
WORD/族	word	105231
WORD/特徴	word	105165
WORD/師	word	105128
WORD/石	word	105046
WORD/子供	word	104974
WORD/論	word	104956
WORD/理由	word	104914
WORD/支援	word	104533
WORD/自ら	word	104516
WORD/行動	word	104461
WORD/研究所	word	104327
WORD/fc	word	103920
WORD/1983	word	103918
WORD/ここ	word	103775
WORD/運営	word	103618
WORD/エンジン	word	103465
WORD/マン	word	103436
WORD/1982	word	103407
WORD/男性	word	103298
WORD/文	word	103231
WORD/加え	word	102856
WORD/環境	word	102835
WORD/右	word	102766
WORD/しまっ	word	102681
WORD/初期	word	102599
WORD/頭	word	102481
WORD/国内	word	102454
WORD/同時に	word	102301
WORD/訳	word	102259
WORD/階	word	102243
WORD/しか	word	102164
WORD/校	word	102139
WORD/タイトル	word	102133
WORD/屋	word	101990
WORD/様々	word	101825
WORD/表記	word	101553
WORD/工場	word	101415
WORD/会議	word	101343
WORD/異なる	word	101340
WORD/時期	word	101240
WORD/よく	word	101210
WORD/すべて	word	101182
WORD/副	word	100939
WORD/高速	word	100845
WORD/移籍	word	100832
WORD/イベント	word	100638
WORD/mm	word	100622
WORD/限定	word	100352
WORD/百	word	100025
WORD/演出	word	99751
WORD/代目	word	99707
WORD/先	word	99375
WORD/統合	word	99135
WORD/評価	word	99127
WORD/言わ	word	99060
WORD/k	word	98989
WORD/ヨーロッパ	word	98924
WORD/公	word	98781
WORD/導入	word	98641
WORD/港	word	98511
WORD/未	word	98510
WORD/重	word	98485
WORD/再び	word	98442
WORD/表示	word	98288
WORD/今	word	98226
WORD/技	word	98042
WORD/新た	word	98024
WORD/区間	word	97982
WORD/ダム	word	97893
WORD/に対し	word	97826
WORD/1981	word	97694
WORD/夜	word	97598
WORD/移動	word	97532
WORD/口	word	97337
WORD/過去	word	97076
WORD/入っ	word	97069
WORD/自由	word	96824
WORD/教会	word	96712
WORD/)、	word	96616
WORD/作戦	word	96423
WORD/1979	word	96402
WORD/大戦	word	96355
WORD/装備	word	96208
WORD/社長	word	96203
WORD/少女	word	96031
WORD/真	word	96023
WORD/ホーム	word	95970
WORD/連邦	word	95867
WORD/いっ	word	95481
WORD/七	word	95471
WORD/展開	word	95470
WORD/スーパー	word	95395
WORD/千	word	95175
WORD/夢	word	95152
WORD/時点	word	95040
WORD/バンド	word	95035
WORD/え	word	94932
WORD/品	word	94886
WORD/地球	word	94866
WORD/認め	word	94842
WORD/章	word	94819
WORD/会長	word	94809
WORD/学園	word	94627
WORD/結成	word	94485
WORD/陸軍	word	94426
WORD/当	word	94347
WORD/国立	word	94315
WORD/その他	word	94227
WORD/作家	word	94177
WORD/非常	word	94166
WORD/掲載	word	94067
WORD/コーナー	word	94049
WORD/新潟	word	93799
WORD/人気	word	93781
WORD/方法	word	93668
WORD/大きく	word	93653
WORD/☆	word	93469
WORD/為	word	93406
WORD/多数	word	93339
WORD/初代	word	93333
WORD/テレビ朝日	word	93228
WORD/日本テレビ	word	92897
WORD/番号	word	92783
WORD/追加	word	92783
WORD/通信	word	92695
WORD/男子	word	92647
WORD/愛知	word	92560
WORD/寺	word	92407
WORD/基	word	92246
WORD/春	word	92224
WORD/英	word	92160
WORD/形式	word	92100
WORD/周辺	word	91948
WORD/]	word	91833
WORD/60	word	91826
WORD/方面	word	91713
WORD/期間	word	91687
WORD/電気	word	91594
WORD/#	word	91575
WORD/枠	word	91512
WORD/行政	word	91497
WORD/u	word	91458
WORD/自然	word	91359
WORD/しよ	word	91322
WORD/俳優	word	91319
WORD/演奏	word	91127
WORD/right	word	91108
WORD/整備	word	91104
WORD/よる	word	91001
WORD/1978	word	90998
WORD/部門	word	90803
WORD/国民	word	89931
WORD/登録	word	89839
WORD/大統領	word	89764
WORD/労働	word	89682
WORD/ご	word	89505
WORD/dvd	word	89471
WORD/1972	word	89456
WORD/変化	word	89350
WORD/まま	word	89306
WORD/言葉	word	89256
WORD/共和	word	89252
WORD/35	word	89226
WORD/オリジナル	word	89190
WORD/由来	word	89093
WORD/日本語	word	89087
WORD/党	word	89025
WORD/45	word	88975
WORD/vol	word	88950
WORD/す	word	88902
WORD/教員	word	88763
WORD/じ	word	88716
WORD/以来	word	88677
WORD/ちゃん	word	88561
WORD/事故	word	88123
WORD/1975	word	87967
WORD/スペイン	word	87796
WORD/空港	word	87770
WORD/聖	word	87728
WORD/ニュース	word	87599
WORD/試験	word	87454
WORD/あ	word	87425
WORD/私	word	87252
WORD/産業	word	87170
WORD/1976	word	87165
WORD/プロデューサー	word	86972
WORD/装置	word	86969
WORD/観光	word	86829
WORD/1977	word	86778
WORD/n	word	86689
WORD/効果	word	86679
WORD/普通	word	86609
WORD/類	word	86563
WORD/誌	word	86403
WORD/好き	word	86375
WORD/1973	word	86352
WORD/息子	word	86318
WORD/ほぼ	word	86306
WORD/専用	word	86260
WORD/堂	word	86251
WORD/1960	word	86224
WORD/2018	word	86049
WORD/スペシャル	word	86038
WORD/全体	word	85792
WORD/ステージ	word	85773
WORD/事務所	word	85725
WORD/埼玉	word	85520
WORD/1974	word	85481
WORD/生徒	word	85455
WORD/あるいは	word	85254
WORD/博士	word	84979
WORD/非	word	84936
WORD/もと	word	84908
WORD/強い	word	84745
WORD/学生	word	84698
WORD/ー	word	84315
WORD/連載	word	84202
WORD/制度	word	84028
WORD/系統	word	83930
WORD/引退	word	83866
WORD/億	word	83690
WORD/誕生	word	83632
WORD/秒	word	83619
WORD/中継	word	83472
WORD/アジア	word	83461
WORD/ソフト	word	83460
WORD/着	word	83418
WORD/座	word	83353
WORD/データ	word	83218
WORD/対戦	word	83072
WORD/雑誌	word	82938
WORD/発足	word	82890
WORD/決勝	word	82885
WORD/32	word	82864
WORD/わ	word	82862
WORD/天	word	82798
WORD/弾	word	82772
WORD/兵	word	82764
WORD/いずれ	word	82758
WORD/－	word	82734
WORD/かけ	word	82638
WORD/出し	word	82594
WORD/本部	word	82500
WORD/新聞	word	82497
WORD/神奈川	word	82448
WORD/ち	word	82445
WORD/動物	word	82293
WORD/工業	word	82265
WORD/郵便	word	82264
WORD/芸術	word	82128
WORD/48	word	82102
WORD/経験	word	82097
WORD/1971	word	82085
WORD/ビル	word	82023
WORD/家族	word	81969
WORD/文字	word	81884
WORD/大臣	word	81854
WORD/本人	word	81793
WORD/仕事	word	81751
WORD/左	word	81680
WORD/de	word	81647
WORD/1969	word	81640
WORD/移転	word	81605
WORD/ii	word	81604
WORD/来	word	81357
WORD/程度	word	81354
WORD/飛行	word	81313
WORD/ノ	word	81275
WORD/業務	word	81244
WORD/歌手	word	81213
WORD/行	word	81202
WORD/ニューヨーク	word	81069
WORD/説	word	80951
WORD/記事	word	80924
WORD/成立	word	80843
WORD/状	word	80824
WORD/山口	word	80638
WORD/死去	word	80567
WORD/王国	word	80550
WORD/個人	word	80532
WORD/規模	word	80505
WORD/末	word	80483
WORD/使っ	word	80396
WORD/郎	word	80264
WORD/長野	word	80247
WORD/鈴木	word	80238
WORD/挙げ	word	80213
WORD/器	word	79936
WORD/工事	word	79860
WORD/個	word	79758
WORD/運用	word	79740
WORD/レース	word	79528
WORD/付近	word	79289
WORD/死	word	79288
WORD/無	word	79283
WORD/系列	word	79185
WORD/行い	word	79167
WORD/アナウンサー	word	79141
WORD/岡山	word	79135
WORD/周年	word	79086
WORD/選出	word	79046
WORD/付け	word	78988
WORD/原	word	78809
WORD/彼ら	word	78784
WORD/支配	word	78749
WORD/兵庫	word	78734
WORD/tv	word	78717
WORD/言語	word	78712
WORD/クラス	word	78631
WORD/医療	word	78614
WORD/どう	word	78512
WORD/沖縄	word	78503
WORD/種類	word	78497
WORD/そう	word	78460
WORD/途中	word	78437
WORD/ジョン	word	78389
WORD/ゲスト	word	78363
WORD/果たし	word	78341
WORD/くる	word	78302
WORD/神戸	word	78296
WORD/美術	word	78277
WORD/刑事	word	78262
WORD/同じく	word	78204
WORD/べき	word	78149
WORD/ます	word	78093
WORD/太	word	78003
WORD/状況	word	77888
WORD/輸送	word	77782
WORD/学科	word	77729
WORD/王座	word	77722
WORD/表現	word	77646
WORD/】	word	77610
WORD/白	word	77606
WORD/本社	word	77456
WORD/複数	word	77407
WORD/翌	word	77403
WORD/料理	word	77293
WORD/競馬	word	77236
WORD/【	word	77112
WORD/1968	word	76999
WORD/静岡	word	76949
WORD/福島	word	76862
WORD/いい	word	76810
WORD/ローマ	word	76538
WORD/なけれ	word	76423
WORD/en	word	76374
WORD/kg	word	76278
WORD/ic	word	76269
WORD/破壊	word	76247
WORD/市民	word	76209
WORD/丸	word	76166
WORD/含ま	word	76089
WORD/砲	word	76042
WORD/電話	word	75905
WORD/保護	word	75872
WORD/ぶり	word	75636
